10 4 321.0579868545763
3 2 84.23249298277368
7 9 56.35612251771597
7 9 49.86384006360906
9 4 219.67560072963215
9 4 211.5080146101707
9 2 193.45913525673393
9 8 220.74612605289502
3 3 169.9094389947907
5 7 92.06125886748227
3 10 154.7010456507899
9 2 176.27615866440624
5 7 96.99423230691052
1 8 145.4452821145924
3 6 117.12602997060569
9 2 106.59575266501973
3 6 94.20480840003343
1 9 94.88698150291519
3 6 81.6646297467806
4 3 93.12583836569358
8 4 53.603619438622964
3 6 70.52467806447882
3 6 67.6305544508186
5 8 70.64389462672564
9 2 40.38296802821189
9 4 29.983188190897923
7 8 133.1327648223377
9 8 165.5968325934569
12 4 162.46297030700265
8 4 61.38448807709861
8 10 144.38258012891953
12 8 506.15405839019564
4 3 58.8507619983506
4 3 97.05150828762167
4 3 50.15660133382329
10 7 184.83068934363172
9 10 127.68088090683624
9 3 96.38495580399166
4 3 78.88268219437015
3 10 141.17244521521135
3 10 143.37058627472774
10 5 230.09996876031414
12 6 322.6641255070677
9 2 55.92935645151768
12 10 282.0511508373609
3 6 70.13711821725607
10 0 163.77348990532352
4 3 54.54968365812888
12 8 202.44428200694915
9 4 88.44090098347914
14 1 280.7399951416789
8 1 113.27965665730882
1 8 84.90252807525434
1 8 82.19420946942545
7 8 45.47740075124661
9 6 100.46687683500743
7 8 30.226658986742486
3 3 90.61999929964055
7 1 87.66826156402276
8 4 45.880559410206295
11 2 119.67993393847216
8 10 80.79362017134393
4 3 37.69544076964345
11 2 123.34403232607123
9 4 78.2496290382299
9 4 84.5870275160693
7 8 57.34759209683036
8 10 103.79043843568397
9 4 76.82395156753705
3 6 75.91843861235023
9 4 97.59945316971053
9 4 103.321663995945
4 1 94.75600738951232
10 0 163.29588484477472
6 1 103.10863928714255
4 1 65.4615686041194
6 1 86.27969656216669
6 1 84.050487817872
8 7 119.04556133830982
6 1 59.59721985330502
8 7 103.60869500335684
8 7 77.40342559865472
8 7 56.79240212106305
4 4 13.685091471314228
4 6 29.914006582511327
4 4 19.41139555560811
10 0 221.14311070379694
9 9 108.08925556923487
6 1 114.06043008211198
6 1 80.26535074781846
6 1 67.8232187294203
4 1 22.32731025305421
7 7 97.11544441022194
6 1 80.71637076855423
7 8 106.43905832781249
3 6 90.4189678132077
14 0 916.0654085974896
3 6 101.11936930624226
9 2 114.49484183150304
11 1 215.4025612743736
3 6 70.47151028447392
12 0 247.53207656893528
8 1 88.28318083439349
9 8 157.93216540414832
3 10 113.33705963302526
12 2 247.26473902466995
4 3 66.45206213992107
8 4 55.68629547921579
11 3 234.91046619796086
8 5 119.92205435325087
8 4 39.014728319566586
10 3 72.797040762939
11 3 221.7219358798618
10 0 87.3007072106131
8 4 51.61869899931275
9 2 64.14076630148661
12 3 206.36264237098018
14 1 143.880879440665
9 10 123.6037858097702
14 1 130.9184616850715
11 3 167.89701007995663
9 8 133.00362072661238
4 3 35.8330475569032
11 4 164.53157590018498
9 8 72.27943452522125
9 8 130.2018174824607
3 6 82.17305685096045
14 1 127.0911388753784
11 2 75.00068447707517
9 10 108.21562757003286
11 2 82.09708141021406
10 6 148.44974446006444
12 8 129.96756122302716
10 4 103.39807130844899
8 10 46.62326295525769
1 8 50.1899086733298
10 7 180.28193590163073
11 8 182.60223889754303
10 4 183.76026661965048
11 6 235.84400626383714
8 5 54.47908396875712
4 3 63.420166407067356
4 3 65.93382096951755
12 5 110.62694051312465
14 6 1417.5224178848866
9 4 59.25877178574342
10 6 82.16500152540287
9 4 78.34847564994796
10 3 158.34056406039426
13 5 325.9349019931128
9 2 76.93533005622062
7 8 85.44364726627173
9 0 104.22800453026619
7 8 38.97281684996771
9 10 59.70647363100062
7 8 34.16989200481508
7 8 74.2961442045858
13 5 304.23703480404384
5 8 66.5599320632085
7 8 77.7953250918825
7 8 78.54596234820227
7 8 77.3162905351185
7 8 89.01454726143291
8 1 102.44133192141256
4 8 92.59076686817427
4 8 99.0325182393105
13 3 188.60282295919723
4 8 65.0240387454397
4 8 71.0849911203364
4 8 55.10985091965597
4 8 44.20827872604393
4 8 28.881843044343213
4 8 13.887043701423599
4 0 49.62326129370829
9 5 115.03703385474465
4 8 34.750025616595615
13 3 229.10086458675823
4 8 26.34268741341762
4 8 82.03853965341479
4 8 81.83274018778071
9 8 166.4622346504344
4 8 76.06041844515464
4 8 70.3705795218028
13 5 323.87900681310026
4 8 42.94519420371031
10 2 205.93498374751837
4 8 65.392766530187
4 8 43.578220172437405
4 8 65.89149918490948
13 3 229.2794509637631
4 8 33.83799173248148
4 8 60.14374244378821
8 2 72.46421874607553
4 8 31.863601848290187
4 8 34.93437318411645
4 8 35.84730135709817
4 8 25.751182331318205
8 2 72.49908616305504
4 8 59.70836184706334
4 0 77.52653721647175
4 8 68.00235424141543
4 8 45.06106649745109
4 8 28.277187173138554
9 5 129.55657358150674
9 8 164.3165810159906
13 3 232.70331822248886
2 3 363.3496078249721
6 6 208.17022077397402
7 0 179.9804994133604
3 4 74.82121159566961
7 0 153.9135555162944
6 2 141.61081941566877
6 2 130.80760155878576
5 9 58.38789068132096
5 9 65.14042345585528
6 10 126.15090140072725
6 6 76.32957500789736
5 9 90.07299015520692
